$GPRMC,190540.437,A,4458.8147,N,01356.2307,E,0.12,0.00,230719,,,A*6A,28.31
$GPRMC,190542.000,A,4458.8165,N,01356.2307,E,0.09,0.00,230719,,,A*62,28.31
$GPRMC,190543.000,A,4458.8176,N,01356.2308,E,0.13,0.00,230719,,,A*65,28.31
$GPRMC,190544.000,A,4458.8168,N,01356.2300,E,0.10,0.00,230719,,,A*66,28.31
$GPRMC,190545.000,A,4458.8171,N,01356.2306,E,0.07,0.00,230719,,,A*6F,28.31
$GPRMC,190546.000,A,4458.8147,N,01356.2299,E,0.13,0.00,230719,,,A*6B,28.31
$GPRMC,190547.000,A,4458.8152,N,01356.2303,E,0.06,0.00,230719,,,A*68,28.31
$GPRMC,190548.000,A,4458.8158,N,01356.2308,E,0.10,0.00,230719,,,A*61,28.31
$GPRMC,190549.000,A,4458.8161,N,01356.2309,E,0.12,0.00,230719,,,A*69,28.31
$GPRMC,190550.000,A,4458.8163,N,01356.2310,E,0.22,0.00,230719,,,A*68,28.31
$GPRMC,190551.000,A,4458.8169,N,01356.2313,E,0.07,0.00,230719,,,A*67,28.31
$GPRMC,190552.000,A,4458.8161,N,01356.2311,E,0.07,0.00,230719,,,A*6E,28.31
$GPRMC,190553.000,A,4458.8164,N,01356.2313,E,0.19,0.00,230719,,,A*67,28.31
$GPRMC,190554.000,A,4458.8161,N,01356.2312,E,0.10,0.00,230719,,,A*6D,28.31
$GPRMC,190555.000,A,4458.8163,N,01356.2315,E,0.07,0.00,230719,,,A*6F,28.31
$GPRMC,190556.000,A,4458.8167,N,01356.2319,E,0.07,0.00,230719,,,A*64,28.31
$GPRMC,190557.000,A,4458.8166,N,01356.2321,E,0.03,0.00,230719,,,A*6B,28.31
$GPRMC,190558.000,A,4458.8169,N,01356.2325,E,0.11,0.00,230719,,,A*6C,28.31
$GPRMC,190559.000,A,4458.8177,N,01356.2330,E,0.22,0.00,230719,,,A*66,28.31
$GPRMC,190600.000,A,4458.8183,N,01356.2335,E,0.22,0.00,230719,,,A*67,28.31
$GPRMC,190601.000,A,4458.8215,N,01356.2290,E,0.27,0.00,230719,,,A*61,28.31
$GPRMC,190602.000,A,4458.8206,N,01356.2292,E,0.36,0.00,230719,,,A*62,28.31
$GPRMC,190603.000,A,4458.8193,N,01356.2286,E,0.31,0.00,230719,,,A*6E,28.31
$GPRMC,190604.000,A,4458.8182,N,01356.2281,E,0.16,0.00,230719,,,A*6B,28.31
$GPRMC,190605.000,A,4458.8182,N,01356.2281,E,0.08,0.00,230719,,,A*65,28.31
$GPRMC,190606.000,A,4458.8187,N,01356.2281,E,0.04,0.00,230719,,,A*6F,28.31
$GPRMC,190607.000,A,4458.8189,N,01356.2282,E,0.11,0.00,230719,,,A*67,28.31
$GPRMC,190608.000,A,4458.8187,N,01356.2280,E,0.17,0.00,230719,,,A*62,28.31
$GPRMC,190609.000,A,4458.8185,N,01356.2278,E,0.19,0.00,230719,,,A*68,28.31
$GPRMC,190610.000,A,4458.8186,N,01356.2278,E,0.19,0.00,230719,,,A*63,28.31
$GPRMC,190611.000,A,4458.8185,N,01356.2278,E,0.17,0.00,230719,,,A*6F,28.31
$GPRMC,190612.000,A,4458.8185,N,01356.2278,E,0.18,0.00,230719,,,A*63,28.31
$GPRMC,190613.000,A,4458.8185,N,01356.2277,E,0.22,0.00,230719,,,A*64,28.31
$GPRMC,190614.000,A,4458.8186,N,01356.2277,E,0.16,0.00,230719,,,A*67,28.31
$GPRMC,190615.000,A,4458.8188,N,01356.2276,E,0.13,0.00,230719,,,A*6C,28.31
$GPRMC,190616.000,A,4458.8189,N,01356.2276,E,0.15,0.00,230719,,,A*68,28.31
$GPRMC,190617.000,A,4458.8188,N,01356.2275,E,0.13,0.00,230719,,,A*6D,28.31
$GPRMC,190618.000,A,4458.8187,N,01356.2274,E,0.12,0.00,230719,,,A*6D,28.31
$GPRMC,190619.000,A,4458.8184,N,01356.2273,E,0.11,0.00,230719,,,A*6B,28.31
$GPRMC,190620.000,A,4458.8184,N,01356.2273,E,0.04,0.00,230719,,,A*65,28.31
$GPRMC,190621.000,A,4458.8184,N,01356.2273,E,0.04,0.00,230719,,,A*64,28.31
$GPRMC,190622.000,A,4458.8184,N,01356.2273,E,0.15,0.00,230719,,,A*67,28.31
$GPRMC,190623.000,A,4458.8184,N,01356.2272,E,0.15,0.00,230719,,,A*67,28.31
$GPRMC,190624.000,A,4458.8185,N,01356.2272,E,0.16,0.00,230719,,,A*62,28.31
$GPRMC,190625.000,A,4458.8185,N,01356.2272,E,0.11,0.00,230719,,,A*64,28.31
$GPRMC,190626.000,A,4458.8183,N,01356.2270,E,0.12,0.00,230719,,,A*60,28.31
$GPRMC,190627.000,A,4458.8183,N,01356.2269,E,0.11,0.00,230719,,,A*6A,28.31
$GPRMC,190628.000,A,4458.8181,N,01356.2268,E,0.18,0.00,230719,,,A*6F,28.31
$GPRMC,190629.000,A,4458.8181,N,01356.2267,E,0.21,0.00,230719,,,A*6B,28.31
$GPRMC,190630.000,A,4458.8181,N,01356.2267,E,0.18,0.00,230719,,,A*69,28.31
$GPRMC,190631.000,A,4458.8180,N,01356.2266,E,0.19,0.00,230719,,,A*69,28.31
$GPRMC,190632.000,A,4458.8179,N,01356.2267,E,0.17,0.00,230719,,,A*63,28.31
$GPRMC,190633.000,A,4458.8179,N,01356.2268,E,0.16,0.00,230719,,,A*6C,28.31
$GPRMC,190634.000,A,4458.8177,N,01356.2268,E,0.14,0.00,230719,,,A*67,28.31
$GPRMC,190635.000,A,4458.8176,N,01356.2267,E,0.12,0.00,230719,,,A*6E,28.31
$GPRMC,190636.000,A,4458.8175,N,01356.2267,E,0.12,0.00,230719,,,A*6E,28.31
$GPRMC,190637.000,A,4458.8174,N,01356.2267,E,0.11,0.00,230719,,,A*6D,28.31
$GPRMC,190638.000,A,4458.8173,N,01356.2267,E,0.10,0.00,230719,,,A*64,28.31
$GPRMC,190639.000,A,4458.8172,N,01356.2267,E,0.12,0.00,230719,,,A*66,28.31
$GPRMC,190640.000,A,4458.8172,N,01356.2268,E,0.13,0.00,230719,,,A*66,28.31
$GPRMC,190641.000,A,4458.8172,N,01356.2268,E,0.13,0.00,230719,,,A*67,28.31
$GPRMC,190642.000,A,4458.8171,N,01356.2269,E,0.13,0.00,230719,,,A*66,28.31
$GPRMC,190643.000,A,4458.8172,N,01356.2270,E,0.11,0.00,230719,,,A*6E,28.31
$GPRMC,190644.000,A,4458.8173,N,01356.2271,E,0.09,0.00,230719,,,A*60,28.31
$GPRMC,190645.000,A,4458.8173,N,01356.2272,E,0.08,0.00,230719,,,A*63,28.31
$GPRMC,190646.000,A,4458.8174,N,01356.2273,E,0.07,0.00,230719,,,A*69,28.31
$GPRMC,190647.000,A,4458.8175,N,01356.2274,E,0.06,0.00,230719,,,A*6F,28.31
$GPRMC,190648.000,A,4458.8177,N,01356.2275,E,0.08,0.00,230719,,,A*6D,28.31
$GPRMC,190649.000,A,4458.8177,N,01356.2275,E,0.08,0.00,230719,,,A*6C,28.31
$GPRMC,190650.000,A,4458.8177,N,01356.2275,E,0.06,0.00,230719,,,A*6A,28.31
$GPRMC,190651.000,A,4458.8177,N,01356.2275,E,0.06,0.00,230719,,,A*6B,28.31
$GPRMC,190652.000,A,4458.8177,N,01356.2275,E,0.09,0.00,230719,,,A*67,28.31
$GPRMC,190653.000,A,4458.8177,N,01356.2275,E,0.08,0.00,230719,,,A*67,28.31
$GPRMC,190654.000,A,4458.8176,N,01356.2274,E,0.08,0.00,230719,,,A*60,28.31
$GPRMC,190655.000,A,4458.8177,N,01356.2273,E,0.10,0.00,230719,,,A*6E,28.31
$GPRMC,190656.000,A,4458.8176,N,01356.2272,E,0.10,0.00,230719,,,A*6D,28.31
$GPRMC,190657.000,A,4458.8176,N,01356.2271,E,0.10,0.00,230719,,,A*6F,28.31
$GPRMC,190658.000,A,4458.8176,N,01356.2269,E,0.12,0.00,230719,,,A*6B,28.31
$GPRMC,190659.000,A,4458.8176,N,01356.2269,E,0.15,0.00,230719,,,A*6D,28.31
$GPRMC,190700.000,A,4458.8175,N,01356.2268,E,0.10,0.00,230719,,,A*67,28.31
$GPRMC,190701.000,A,4458.8175,N,01356.2268,E,0.15,0.00,230719,,,A*63,28.31
$GPRMC,190702.000,A,4458.8175,N,01356.2267,E,0.13,0.00,230719,,,A*69,28.31
$GPRMC,190703.000,A,4458.8175,N,01356.2266,E,0.13,0.00,230719,,,A*69,28.31
$GPRMC,190704.000,A,4458.8174,N,01356.2266,E,0.13,0.00,230719,,,A*6F,28.31
$GPRMC,190705.000,A,4458.8174,N,01356.2266,E,0.07,0.00,230719,,,A*6B,28.31
$GPRMC,190706.000,A,4458.8174,N,01356.2266,E,0.12,0.00,230719,,,A*6C,28.31
$GPRMC,190707.000,A,4458.8175,N,01356.2266,E,0.11,0.00,230719,,,A*6F,28.31
$GPRMC,190708.000,A,4458.8175,N,01356.2265,E,0.10,0.00,230719,,,A*62,27.99
$GPRMC,190709.000,A,4458.8175,N,01356.2265,E,0.09,0.00,230719,,,A*6B,27.99
$GPRMC,190710.000,A,4458.8176,N,01356.2264,E,0.12,0.00,230719,,,A*6B,27.99
$GPRMC,190711.000,A,4458.8176,N,01356.2264,E,0.11,0.00,230719,,,A*69,27.99
$GPRMC,190712.000,A,4458.8177,N,01356.2263,E,0.12,0.00,230719,,,A*6F,28.31
$GPRMC,190713.000,A,4458.8177,N,01356.2263,E,0.11,0.00,230719,,,D*68,27.99
$GPRMC,190714.000,A,4458.8178,N,01356.2263,E,0.09,0.00,230719,,,D*69,27.99
$GPRMC,190715.000,A,4458.8177,N,01356.2262,E,0.10,0.00,230719,,,D*6E,27.99
$GPRMC,190716.000,A,4458.8177,N,01356.2261,E,0.30,0.00,230719,,,D*6C,27.99
