"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
7.764727167E0;-4.556764394E-2;-8.312577188E-2;1.107597131E-1;1.457875789E-1
7.774737167E0;-7.867604077E-2;-7.564075112E-2;-2.582340932E-1;2.803502979E-1
7.784777167E0;1.023628190E-1;2.361620235E-1;-1.771981162E-1;3.124897126E-1
7.794787167E0;5.601398706E-2;1.804778194E-1;2.579557657E-1;3.197670826E-1
7.804796167E0;-7.582055300E-2;1.237738609E-2;1.963331294E-1;2.108284934E-1
7.814837167E0;3.855712473E-2;1.113227999E-1;1.636167884E-2;1.189416756E-1
7.824846167E0;-9.925356209E-3;-2.983366370E-2;-2.090970165E-1;2.114476826E-1
7.834856167E0;1.241802424E-2;1.614696908E-1;-1.805462319E-1;2.425357916E-1
7.844866167E0;-9.179280728E-2;1.655095321E-1;8.340585351E-2;2.068232605E-1
7.854906167E0;-8.716005832E-2;-1.597634733E-1;7.904383063E-2;1.984166584E-1
7.864916167E0;-4.353105873E-2;-1.066245621E-1;-1.617468488E-1;1.985592945E-1
7.874926167E0;-7.701630861E-2;2.465303063E-2;-2.128918594E-1;2.277327985E-1
7.884966167E0;-5.416275859E-3;1.972452950E-1;-1.045306742E-1;2.232973451E-1
7.894976167E0;-8.442297667E-2;9.096747279E-2;4.492678910E-1;4.660943660E-1
7.904986167E0;-3.546014696E-2;7.001222134E-2;2.204552329E-1;2.340077837E-1
7.915026167E0;-5.344530523E-2;1.201579428E-1;1.150439680E-1;1.747267765E-1
7.925036167E0;1.000704181E-1;-9.771866798E-3;-5.140743363E-1;5.238148539E-1
7.935045167E0;7.254845113E-2;1.602721810E-3;-9.580604374E-2;1.201858748E-1
7.945086167E0;-7.086825371E-4;8.692470789E-2;1.546559304E-1;1.774115664E-1
7.955095167E0;1.464873701E-2;-6.182845831E-3;1.286785054E-1;1.296571280E-1
7.965105167E0;-1.555037767E-2;7.030750573E-2;2.292342424E-2;7.556747307E-2
7.975115167E0;-1.685635328E-2;-6.575720251E-2;-3.292695773E-1;3.361942903E-1
7.985155167E0;-6.959414542E-2;1.345268905E-1;9.525815964E-2;1.789272096E-1
7.995165167E0;-1.936919421E-2;7.240724087E-2;3.066063541E-1;3.156349642E-1
8.005175167E0;-1.085851336E-1;-4.510015905E-2;5.458960533E-2;1.296332542E-1
8.015215167E0;-4.082496732E-2;8.707556605E-2;-2.242646939E-1;2.440153378E-1
8.025225167E0;-2.164902359E-2;-1.090505719E-3;-3.509171391E-1;3.515859893E-1
8.035235167E0;1.616345823E-2;5.594148159E-2;1.518609613E-1;1.626421173E-1
8.045275167E0;8.370581567E-3;1.369219100E-1;4.891061407E-1;5.079788312E-1
8.055279875E0;1.408331126E-2;-3.784902692E-3;1.596441901E-1;1.603088662E-1
8.065288875E0;1.307422802E-1;6.177992642E-2;-1.689207977E-1;2.223612804E-1
8.075298875E0;7.862341583E-2;-7.009525180E-2;-1.458593792E-1;1.799164927E-1
8.085338875E0;3.384368420E-3;1.086342502E-1;3.229183316E-2;1.133826122E-1
8.095348875E0;-4.606728852E-2;8.183938444E-2;1.633501554E-1;1.884228043E-1
8.105358875E0;-6.863724858E-2;-9.733801425E-2;-1.815209627E-2;1.204792908E-1
8.115398875E0;-7.058290958E-2;1.230031979E-1;-3.154116762E-1;3.458269210E-1
8.125408875E0;-6.741810411E-2;1.227061594E-1;-3.844310403E-2;1.451890993E-1
8.135418875E0;-9.646327078E-2;5.774183929E-2;1.810911924E-1;2.131508915E-1
8.145458875E0;-1.022137150E-1;-4.030368805E-2;1.216179925E-1;1.638992584E-1
8.155468875E0;-7.416900694E-2;-9.748360991E-2;2.169960201E-2;1.243984265E-1
8.165478875E0;9.949242085E-2;3.176043820E-1;-2.606396377E-1;4.227343209E-1
8.175518875E0;-3.532010615E-3;5.355289400E-2;3.938216686E-2;6.656833047E-2
8.185528875E0;-1.330241561E-2;-1.762181228E-1;1.663679034E-1;2.427098275E-1
8.195537875E0;2.240769982E-2;3.439215302E-2;2.578639644E-1;2.611106075E-1
8.205547875E0;9.607092261E-2;6.866970062E-2;-5.922410846E-2;1.321084591E-1
8.215587875E0;2.285150349E-2;5.864172578E-2;-1.036746418E-1;1.212826227E-1
8.225597875E0;-2.271789461E-2;1.108842587E-1;5.796637237E-2;1.271672989E-1
8.235607875E0;-1.619178799E-1;2.509624958E-3;-3.229943454E-2;1.651270769E-1
8.245647875E0;1.669204652E-2;2.234484226E-1;8.979861438E-2;2.413951389E-1
8.255657875E0;-1.146589288E-1;-1.694838846E-1;6.895036697E-2;2.159296418E-1
8.265667875E0;3.581010282E-2;-1.515481353E-2;-3.142346317E-1;3.166313875E-1
8.275707875E0;-4.115065724E-2;7.989635468E-2;-1.600312757E-1;1.835396777E-1
8.285717875E0;-6.203778863E-2;1.493144989E-2;1.505541086E-1;1.635181184E-1
8.295727875E0;1.914992362E-2;9.411502898E-2;2.951814795E-1;3.104133761E-1
8.305736875E0;6.825074762E-2;-9.658664703E-2;-5.106782734E-2;1.288218457E-1
8.315777875E0;5.504978120E-2;1.236072153E-1;-2.188033944E-1;2.572627985E-1
8.325786875E0;4.577024996E-2;1.447139096E-1;8.931972742E-2;1.761108887E-1
8.335796875E0;-3.325808555E-2;-1.022713101E-1;2.295739657E-1;2.535147468E-1
8.345837875E0;-9.045350254E-3;6.777507663E-2;1.246018267E-1;1.421298511E-1
8.355846875E0;3.704971254E-2;-2.952142239E-2;-3.816021574E-1;3.845314058E-1
8.365856875E0;-3.481402963E-2;1.778196752E-2;-2.032182258E-1;2.069441044E-1
8.375896875E0;-9.241231978E-2;7.197162330E-2;2.835601383E-1;3.068001034E-1
8.385906875E0;-9.645917773E-2;3.604749978E-2;2.429611659E-1;2.638824044E-1
8.395916875E0;-4.273145199E-3;1.302005357E-1;-6.415506542E-2;1.452112657E-1
8.405926875E0;-2.975092560E-2;-4.194149315E-2;-2.175760639E-1;2.235700114E-1
8.415966875E0;3.471521169E-2;4.203621805E-2;-7.815797746E-2;9.529354118E-2
8.425976875E0;-4.249873281E-2;1.275078928E-1;1.048002309E-1;1.704332521E-1
8.435985875E0;-4.461133182E-3;2.496994972E-2;-4.227536917E-3;2.571521275E-2
8.446026875E0;3.982801706E-2;-1.016667080E-1;1.305806047E-1;1.702165820E-1
8.456035875E0;1.783839315E-2;-2.981495261E-2;-1.882598788E-1;1.914390807E-1
8.466045875E0;3.786656857E-2;2.309422141E-1;-3.298238933E-2;2.363387850E-1
8.476086875E0;5.262494087E-4;5.835053444E-2;1.530654877E-1;1.638111881E-1
8.486095875E0;-8.347543538E-2;-1.381907558E-1;8.282464027E-2;1.814517962E-1
8.496105875E0;3.806683570E-2;1.710667259E-1;-2.545059085E-2;1.770893595E-1
8.506145875E0;-8.473200202E-3;7.541446388E-2;-2.293710673E-1;2.415993025E-1
8.516155875E0;-3.928364128E-2;7.904266119E-3;1.050540000E-1;1.124367592E-1
8.526165875E0;-4.515161455E-2;-8.860870600E-3;1.640845656E-2;4.885100583E-2
8.536175875E0;-3.944093138E-2;7.002566993E-2;8.134938776E-2;1.143542933E-1
8.546215875E0;4.003413141E-2;1.135839182E-1;1.777553558E-2;1.217374545E-1
8.556225875E0;-3.763794243E-2;-9.717721581E-2;-1.317231506E-1;1.679613479E-1
8.566234875E0;-1.216980994E-2;5.131457984E-2;-1.244147158E-1;1.351307214E-1
8.576275875E0;-2.954715014E-2;1.728618211E-1;1.957139093E-1;2.627892265E-1
8.586285875E0;-1.811584353E-2;1.748434424E-2;1.363564843E-1;1.386613749E-1
8.596294875E0;1.592986196E-2;-2.996698022E-2;-3.783499360E-2;5.082585116E-2
8.606335875E0;-4.307059050E-3;2.526815772E-2;-3.298771030E-1;3.308714760E-1
8.616344875E0;1.476421952E-2;1.372359055E-1;1.319541156E-1;1.909543521E-1
8.626354875E0;-6.653722107E-2;2.182648659E-2;3.462580776E-1;3.532679629E-1
8.636364875E0;-6.979821324E-2;-5.930538476E-2;1.165391010E-1;1.482237542E-1
8.646404875E0;3.318938076E-2;9.487458229E-2;-2.933676732E-1;3.101085504E-1
8.656414875E0;-6.943568587E-4;6.109170914E-3;-2.198623252E-1;2.199482806E-1
8.666424875E0;-1.806877345E-2;7.221311331E-4;1.648645842E-1;1.658533484E-1
8.676464875E0;1.028115928E-2;2.482435405E-2;1.796317273E-1;1.816301414E-1
8.686474875E0;1.169443130E-5;1.206257200E-1;1.464961410E-2;1.215120392E-1
8.696483875E0;2.201476693E-2;7.302587628E-2;-1.572702205E-1;1.747894471E-1
8.706524875E0;-1.507704556E-3;-5.884930193E-2;4.535217404E-2;7.431240274E-2
8.716534875E0;-1.657977998E-2;1.083553380E-1;1.931814802E-1;2.221145035E-1
8.726543875E0;-8.288720548E-3;6.554377913E-2;-4.304778636E-2;7.885303914E-2
8.736584875E0;-2.957521677E-3;-6.109346330E-2;-2.598151803E-2;6.645447669E-2
8.746593875E0;-1.355589241E-2;1.554599226E-2;-1.629157072E-1;1.642162226E-1
8.756603875E0;-5.282520801E-2;7.736626446E-2;-1.325043386E-1;1.622758184E-1
8.766613875E0;-8.902356595E-2;7.227509379E-2;7.007537127E-2;1.343854238E-1
8.776653875E0;-5.622565627E-2;7.760424614E-3;1.496401888E-1;1.600429152E-1
8.786663875E0;8.167975545E-3;1.285159528E-2;1.576350868E-1;1.583688729E-1
8.796673875E0;4.631725699E-2;1.352969688E-1;-6.200153589E-2;1.558677276E-1
8.806713875E0;3.063970238E-2;3.246081769E-2;-8.134997249E-2;9.279177803E-2
8.816723875E0;6.668749452E-3;2.482844710E-2;9.043829978E-2;9.402132775E-2
8.826733875E0;-5.954219699E-3;4.877864242E-2;1.262565887E-1;1.354825999E-1
8.836773875E0;3.729851156E-2;6.105019391E-2;-5.944805682E-2;9.301815199E-2
8.846783875E0;-2.475447983E-2;-7.786093891E-2;-1.704241168E-1;1.889960044E-1
8.856792875E0;-2.712347925E-2;-1.349537373E-2;-3.918803930E-2;4.953292504E-2
8.866802875E0;-4.188448280E-2;5.805583477E-2;1.301081496E-1;1.485022574E-1
8.876842875E0;-2.747811288E-2;3.185738504E-2;1.445577890E-1;1.505552856E-1
8.886852875E0;4.861813635E-2;1.017626023E-1;-3.362499833E-2;1.176859844E-1
8.896862875E0;-6.632964492E-2;8.439754128E-2;-9.050320387E-3;1.077240691E-1
8.906902875E0;2.579645365E-2;9.936699808E-2;-9.623347521E-2;1.407129670E-1
8.916912875E0;-2.351165414E-2;3.889158547E-2;1.949461699E-1;2.001733310E-1
8.926922875E0;4.092261583E-2;-1.529573143E-2;-1.147592086E-1;1.227937125E-1
8.936962875E0;1.139563859E-2;-1.224991679E-3;-4.563868761E-2;4.705582844E-2
8.946972875E0;5.247174382E-2;3.245672464E-2;-9.071662724E-2;1.097097504E-1
8.956982875E0;1.194381505E-2;4.173801005E-2;5.918668628E-2;7.340149885E-2
8.967022875E0;-2.016207665E-2;7.975777566E-2;1.088295472E-1;1.364246402E-1
8.977032875E0;-2.700068772E-2;4.877104104E-2;-6.812006235E-2;8.802269296E-2
8.987041875E0;-2.450158775E-2;5.355932593E-2;-7.518817663E-2;9.551016230E-2
8.997051875E0;-1.273728222E-2;3.215559304E-2;-4.882892847E-2;5.983715215E-2
9.007091875E0;-6.328850806E-2;6.508828104E-2;1.251502955E-1;1.546108536E-1
9.017101875E0;-3.652726382E-2;7.002625465E-2;9.692520082E-2;1.250296441E-1
9.027111875E0;-2.342716187E-2;3.440033913E-2;3.011549950E-2;5.137274136E-2
9.037151875E0;1.959080368E-2;6.343878150E-2;-1.560025442E-1;1.695437182E-1
9.047161875E0;2.047548741E-2;3.230411232E-2;-4.113808572E-2;5.617066275E-2
9.057167792E0;1.718935221E-2;2.257609963E-2;2.816136003E-2;3.997769757E-2
9.067207792E0;-2.466355562E-3;1.523959816E-2;6.613200903E-2;6.791002047E-2
9.077217792E0;5.063688755E-3;6.568352759E-2;2.314035594E-2;6.982437120E-2
9.087227792E0;5.246706605E-3;5.370901465E-2;1.339830995E-2;5.560306552E-2
9.097236792E0;-1.190843940E-2;2.242407203E-2;6.341305375E-2;6.830713961E-2
9.107277792E0;-2.448433846E-2;5.820026100E-2;8.710363269E-2;1.075815785E-1
9.117286792E0;-4.477826983E-2;2.227555275E-2;1.283346891E-2;5.163324146E-2
9.127296792E0;-5.169815719E-2;-1.828892112E-2;-1.522229040E-1;1.617992478E-1
9.137336792E0;1.301824093E-2;3.245497048E-2;-1.825266838E-1;1.858461461E-1
9.147346792E0;6.891966909E-2;3.964061379E-2;7.169972777E-2;1.070614310E-1
9.157356792E0;-3.961196244E-3;8.679256082E-2;3.099550545E-1;3.219018104E-1
9.167396792E0;1.795943052E-2;-3.490319967E-2;1.620123124E-1;1.666996217E-1
9.177406792E0;2.672586858E-2;3.979088724E-2;-3.211957419E-1;3.247526618E-1
9.187416792E0;-4.532907754E-2;3.679652810E-2;-1.431433475E-1;1.545921333E-1
9.197456792E0;3.392846882E-2;5.865108132E-2;-3.372089267E-3;6.784144252E-2
9.207466792E0;-3.169366300E-2;9.861855447E-2;2.328232634E-1;2.548269600E-1
9.217476792E0;-2.143618494E-2;8.200252175E-2;1.973078603E-1;2.147424395E-1
9.227485792E0;-6.075724840E-2;5.101695657E-2;-5.896975458E-2;9.885142915E-2
9.237526792E0;-5.481209189E-2;-1.521445513E-3;-1.262378776E-1;1.376324161E-1
9.247535792E0;-1.839241683E-2;2.242933452E-2;-1.123659432E-2;3.110654426E-2
9.257545792E0;1.126963109E-2;-1.222068071E-3;-6.303181529E-2;6.404301503E-2
9.267585792E0;3.630185366E-2;7.062793314E-2;-5.467146635E-4;7.941302422E-2
9.277595792E0;2.466092438E-2;3.694680154E-2;1.524111843E-1;1.587526266E-1
9.287605792E0;1.417160422E-2;3.455353618E-2;4.926045299E-2;6.181725857E-2
9.297645792E0;-4.457303256E-2;3.170945048E-2;1.343988365E-1;1.451044167E-1
9.307655792E0;-4.766825616E-2;-1.349478900E-2;-1.335761333E-1;1.424673835E-1
9.317665792E0;-1.049984515E-2;3.230937481E-2;-2.336278403E-1;2.360849639E-1
9.327675792E0;-9.511373341E-3;8.230599225E-2;5.507492423E-3;8.303658865E-2
9.337715792E0;-1.374037206E-2;5.356517315E-2;-2.512957871E-2;6.074143005E-2
9.347725792E0;-3.301133305E-2;1.719022930E-2;3.430877173E-1;3.451006141E-1
9.357734792E0;-2.553566784E-2;4.383482158E-2;1.374271095E-1;1.464915436E-1
9.367775792E0;-2.208434880E-2;8.207151890E-3;-9.474243522E-2;9.762788964E-2
9.377784792E0;2.762926340E-2;3.867348433E-3;-2.235554266E-1;2.252895056E-1
9.387794792E0;2.272578835E-2;5.640867412E-2;-2.403620785E-1;2.479361385E-1
9.397834792E0;1.199819416E-2;1.156865770E-1;1.545886874E-1;1.934554291E-1
9.407844792E0;1.457506210E-2;2.707085431E-2;3.511083430E-1;3.524518862E-1
9.417854792E0;3.677343160E-2;3.934532940E-2;1.384913027E-1;1.485940145E-1
9.427864792E0;4.535685182E-3;5.965329409E-3;-9.920736909E-2;9.948999787E-2
9.437904792E0;-5.319445968E-2;-6.159456968E-3;-2.392481840E-1;2.451678669E-1
9.447914792E0;-4.110884964E-2;6.314583600E-2;-1.027174526E-1;1.273899886E-1
9.457924792E0;-4.124567449E-2;7.721716046E-2;7.441400528E-2;1.148962128E-1
9.467964792E0;3.122997880E-3;5.835638165E-2;1.449366885E-1;1.562749631E-1
9.477974792E0;6.370482981E-2;1.569392681E-2;1.170162338E-1;1.341544023E-1
9.487983792E0;2.008138508E-2;3.440560162E-2;1.472685581E-1;1.525615799E-1
9.498024792E0;-4.919408709E-2;-3.764437437E-3;-1.912676865E-1;1.975286235E-1
9.508033792E0;-5.495037854E-2;1.045599103E-2;-1.293468422E-1;1.409236582E-1
9.518043792E0;-2.157534868E-2;1.158356810E-1;-1.669532096E-1;2.043447451E-1
9.528083792E0;3.517421812E-2;6.568995953E-2;7.588925779E-2;1.063558924E-1
9.538093792E0;5.748573124E-2;3.420036435E-3;3.682921404E-1;3.727672284E-1
9.548103792E0;1.068578660E-3;2.003373027E-2;1.328580952E-1;1.343643020E-1
9.558113792E0;-3.145071119E-2;1.045540631E-2;-9.514589310E-2;1.007531822E-1
9.568153792E0;-2.012202322E-2;5.965329409E-3;-2.270204866E-1;2.279885574E-1
9.578163792E0;-4.503086954E-2;3.934591413E-2;-3.275469875E-1;3.329608223E-1
9.588173792E0;-4.133396745E-3;6.060112774E-2;1.469949085E-1;1.590505730E-1
9.598213792E0;1.942298859E-2;2.467817366E-2;3.678822505E-1;3.692202798E-1
9.608223792E0;1.686570883E-2;3.201233625E-2;2.075071585E-1;2.106382269E-1
9.618232792E0;-1.347373903E-2;1.300069928E-2;-2.058395326E-2;2.782550911E-2
9.628273792E0;-4.489199817E-2;1.314980328E-2;-3.419480950E-1;3.451328852E-1
9.638282792E0;-4.921952248E-2;4.877513409E-2;-2.223298502E-1;2.328779453E-1
9.648292792E0;-8.893615007E-3;4.383599102E-2;1.494074696E-1;1.559592334E-1
9.658302792E0;1.918676108E-2;4.638011456E-2;2.006624079E-1;2.068445038E-1
9.668342792E0;3.672022194E-2;3.694972515E-2;1.434614360E-1;1.526264738E-1
9.678352792E0;4.420787394E-3;3.455353618E-2;5.638528526E-2;6.627813076E-2
9.688362792E0;-3.879072100E-2;1.763929546E-2;-1.046827018E-1;1.130235942E-1
9.698402792E0;-4.273759156E-2;1.764046490E-2;-1.648376870E-1;1.711991554E-1
9.708412792E0;3.364195526E-3;7.063085675E-2;-2.260989654E-1;2.368982438E-1
9.718422792E0;6.890651286E-3;4.892540753E-2;5.193730831E-2;7.168445139E-2
9.728462792E0;9.747600853E-3;3.904478252E-2;3.440729731E-1;3.464184198E-1
9.738472792E0;-1.016450733E-2;4.144038677E-2;2.311778569E-1;2.350825906E-1
9.748481792E0;-4.370501339E-2;2.242991924E-2;-9.483774483E-2;1.068055585E-1
9.758522792E0;-1.409120500E-2;1.809011579E-2;-3.244210660E-1;3.252304451E-1
9.768531792E0;-5.337046087E-3;8.260712385E-2;-2.931612664E-1;3.046242753E-1
9.778541792E0;-2.602332562E-2;8.200719953E-2;1.542121267E-1;1.765892813E-1
9.788551792E0;-1.411693275E-2;1.973552227E-2;3.463153803E-1;3.471644009E-1
9.798591792E0;-1.634267539E-2;1.270073712E-2;1.715935600E-1;1.728373270E-1
9.808601792E0;-1.998519838E-2;5.610929668E-2;-9.927987456E-2;1.157763137E-1
9.818611792E0;-4.749956399E-2;8.209490776E-3;-3.273283017E-1;3.308586124E-1
9.828651792E0;-2.342570007E-2;4.413361430E-2;-1.905490637E-1;1.969910785E-1
9.838661792E0;-9.666733861E-2;1.248152500E-1;4.061475992E-2;1.630122073E-1
9.848671792E0;-9.679831624E-2;1.248129112E-1;4.074398339E-2;1.631203513E-1
9.858711792E0;9.498509467E-3;6.523680031E-2;3.390244871E-1;3.453746729E-1
9.868721792E0;1.296532363E-2;1.075127542E-2;-4.635263264E-2;4.931790844E-2
9.878730792E0;3.859980941E-2;5.146602273E-2;-2.235624433E-2;6.810652276E-2
9.888740792E0;5.423000157E-3;8.963664651E-2;-4.893008530E-2;1.022657840E-1
9.898781792E0;1.736623049E-4;-1.799012840E-2;-1.416400284E-1;1.427780533E-1
9.908790792E0;7.882046700E-2;1.104831398E-2;3.441437244E-2;8.671263051E-2
9.918800792E0;8.163210064E-2;-8.260946274E-3;1.827459544E-1;2.003200612E-1
9.928840792E0;1.279078424E-3;2.227555275E-2;2.721808720E-1;2.730938728E-1
9.938850792E0;-3.638663828E-2;4.383306742E-2;4.841553032E-2;7.476221520E-2
9.948860792E0;-1.001297674E-1;1.275102317E-1;-2.084503144E-1;2.640764342E-1
9.958900792E0;-9.319818556E-2;3.904244363E-2;-3.207279646E-1;3.362687043E-1
9.968910792E0;-6.713129818E-2;4.607722878E-2;2.917877555E-2;8.649348618E-2
9.978920792E0;-9.317830503E-3;1.132874644E-1;1.452097535E-1;1.844091757E-1
9.988960792E0;1.917214304E-2;6.299205422E-2;3.464685774E-1;3.526698812E-1
9.998970792E0;4.066913903E-2;1.209221739E-1;-2.428699493E-2;1.298692001E-1
1.000897979E1;7.453153431E-3;-3.699884176E-2;-1.377077758E-1;1.427861874E-1
1.001898979E1;-6.304000139E-2;1.107439256E-1;-1.172770196E-1;1.731824418E-1
1.002903079E1;-8.795469493E-2;2.134298033E-1;-9.584229648E-2;2.499481048E-1
1.003903979E1;-1.786441326E-2;1.969628745E-1;3.915471017E-2;2.016100259E-1
1.004904979E1;3.235849142E-3;3.812291050E-1;1.612463272E-1;4.139401880E-1
1.005907800E1;3.355453938E-2;4.629597312E-1;-1.516668338E-1;4.883241222E-1
1.006908800E1;-1.075975388E-2;4.912514842E-1;9.355837405E-2;5.001969236E-1
1.007909800E1;-6.689624012E-2;4.957409763E-1;-5.096433163E-3;5.002601285E-1
1.008913800E1;-1.911864102E-2;5.535219920E-1;-2.079035997E-2;5.542421466E-1
1.009914800E1;1.223909944E-2;6.707294297E-1;8.014953911E-2;6.756121018E-1
1.010915800E1;5.123885840E-2;9.461555064E-1;-9.156213462E-2;9.519555070E-1
1.011916700E1;3.207051605E-2;1.086862904E0;1.996824145E-1;1.105519134E0
1.012920800E1;5.145695955E-2;1.290439564E0;8.731822550E-2;1.294413597E0
1.013921800E1;1.496331722E-2;1.460187743E0;-8.551026642E-2;1.462765925E0
1.014922700E1;2.901680768E-2;1.498508055E0;-8.034775972E-2;1.500941081E0
1.015926800E1;-1.950251073E-2;1.488628600E0;-1.629619002E-2;1.488845533E0
1.016927700E1;-3.957980275E-3;1.517368834E0;6.078589976E-2;1.518591048E0
1.017928700E1;-1.191808730E-2;1.466775801E0;3.072483784E-1;1.498657685E0
1.018932700E1;2.353270411E-2;1.393128365E0;3.299174488E-2;1.393717649E0
1.019933700E1;-1.385877818E-2;1.314092721E0;1.084833920E-2;1.314210573E0
1.020934700E1;-4.062323838E-2;1.259008441E0;-9.950791597E-2;1.263587879E0
1.021938700E1;-6.324699283E-2;1.134466256E0;-1.357746863E-1;1.144311423E0
1.022939700E1;-8.028957993E-2;1.088959715E0;-1.025777042E-1;1.096723239E0
1.023940700E1;-7.881461978E-2;9.620219260E-1;1.214992940E-2;9.653214756E-1
1.024941600E1;-3.942397445E-2;8.428691196E-1;-1.903607833E-1;8.649970118E-1
1.025945700E1;-3.426146775E-2;7.517075193E-1;1.541945851E-1;7.681236963E-1
1.026946700E1;-3.608170599E-2;6.777612913E-1;-2.251645803E-2;6.790944326E-1
1.027947600E1;1.311530471E-3;4.744828391E-1;1.190516496E-1;4.891921708E-1
1.028951700E1;2.857768178E-2;4.891523337E-1;3.803204477E-2;4.914601977E-1
1.029952600E1;3.273972988E-2;4.414004624E-1;-6.933043599E-2;4.480100082E-1
1.030953600E1;4.847663373E-2;3.146135312E-1;3.856823444E-2;3.206542792E-1
1.031957600E1;1.820764482E-2;3.526350510E-1;1.195714670E-1;3.728006616E-1
1.032958600E1;3.818787307E-2;4.222403061E-1;1.955250442E-2;4.244142908E-1
1.033959600E1;8.271822095E-2;3.553282785E-1;1.112321681E-1;3.814093402E-1
1.034960600E1;2.186887890E-2;4.628041953E-1;-3.549552262E-2;4.646782792E-1
1.035964600E1;3.427082330E-2;6.063539243E-1;4.560360432E-2;6.090314110E-1
1.036965600E1;-5.521379560E-2;6.488655210E-1;8.499220312E-2;6.567333569E-1
1.037966600E1;-6.831272811E-2;7.133807749E-1;-2.980091929E-2;7.172634478E-1
1.038970600E1;-5.757402420E-2;8.808824533E-1;-2.979799569E-2;8.832647312E-1
1.039971600E1;-6.009914428E-2;8.928569663E-1;-2.502374411E-2;8.952271539E-1
1.040972500E1;-4.552349746E-3;9.123153305E-1;-6.716228843E-2;9.147954739E-1
1.041976600E1;-3.660298526E-2;1.041048215E0;1.237177277E-1;1.049012507E0
1.042977500E1;8.487233520E-4;1.086852379E0;-7.441751361E-3;1.086878187E0
1.043978500E1;3.871149123E-3;1.075027555E0;-4.544689894E-2;1.075994726E0
1.044982500E1;1.572608650E-2;1.158852654E0;-6.688629985E-2;1.160887832E0
1.045983500E1;-8.540443182E-3;1.189689699E0;-4.810387373E-2;1.190692447E0
1.046984500E1;4.268058121E-2;1.120533510E0;7.695695937E-2;1.123983698E0
1.047985500E1;1.451863647E-2;1.094039192E0;5.256588399E-2;1.095397515E0
1.048989500E1;1.649528772E-2;1.151668764E0;-1.076893401E-1;1.156810283E0
1.049990500E1;1.916541874E-2;1.122778841E0;5.249396324E-2;1.124168695E0
1.050991500E1;-7.161085010E-3;9.575213242E-1;1.194287950E-1;9.649671520E-1
1.051995500E1;-1.756006569E-2;9.097706223E-1;2.854142904E-2;9.103875846E-1
1.052996500E1;-3.135306269E-2;8.427100754E-1;1.872278452E-2;8.435009356E-1
1.053997400E1;5.763571233E-2;7.214610422E-1;-1.399811733E-1;7.371720556E-1
1.055001500E1;-9.046519697E-3;6.563470334E-1;4.800037801E-2;6.581620652E-1
1.056002400E1;-3.031781316E-3;7.088877743E-1;1.079472023E-1;7.170660129E-1
1.057003400E1;-1.802521169E-2;6.276062143E-1;2.638497591E-2;6.284191558E-1
1.058004400E1;2.865194142E-2;5.464749277E-1;-2.513834953E-2;5.478026259E-1
1.059008400E1;1.391228020E-2;5.488711166E-1;3.222400546E-3;5.490568623E-1
1.060009400E1;-2.043777287E-2;6.060527927E-1;4.111703575E-2;6.077896846E-1
1.061010400E1;-3.313470930E-2;5.627933371E-1;1.200257957E-1;5.764030195E-1
1.062014400E1;-8.334855080E-2;4.789688230E-1;-9.739122391E-3;4.862642952E-1
1.063015400E1;-6.545402437E-2;5.532150131E-1;-1.170507324E-1;5.692380469E-1
1.064016400E1;-2.860282481E-2;6.587461460E-1;-6.134489357E-2;6.622143176E-1
1.065020400E1;6.700324416E-3;6.780559909E-1;-3.448336959E-2;6.789653334E-1
1.066021400E1;4.581878185E-3;7.280520236E-1;8.977347136E-2;7.335802743E-1
1.067022300E1;2.851423949E-2;8.094832724E-1;6.134898663E-2;8.123053172E-1
1.068026400E1;2.590141118E-2;8.407682151E-1;-9.645976245E-2;8.466797271E-1
1.069027300E1;2.084035367E-2;8.740002805E-1;7.779252648E-2;8.777029610E-1
1.070028300E1;3.424392611E-2;8.695078647E-1;-1.040921330E-2;8.702441755E-1
1.071029300E1;5.926737785E-2;8.862741709E-1;6.176296949E-2;8.903983336E-1
1.072033300E1;3.354781508E-2;1.017702037E0;-2.209428906E-2;1.018494502E0
1.073034300E1;-9.385365844E-3;9.696519578E-1;-1.309600890E-2;9.697858061E-1
1.074035300E1;-5.265125334E-3;9.097782236E-1;6.351362586E-2;9.120077403E-1
1.075039300E1;-4.091706097E-2;9.000490415E-1;4.875993133E-2;9.022970763E-1
1.076040300E1;-5.237000227E-2;9.144203281E-1;-1.726682782E-3;9.159203760E-1
1.077041300E1;6.732776463E-3;8.500547630E-1;8.275330424E-2;8.540998417E-1
1.078045300E1;-1.544542015E-2;7.639855027E-1;-8.449811339E-3;7.641883333E-1
1.079046300E1;-3.362733722E-2;7.973666722E-1;-7.789075971E-2;8.018674318E-1
1.080047200E1;-5.954716712E-2;7.659326255E-1;6.512628794E-2;7.709994068E-1
1.081048200E1;-4.744606197E-2;6.704300523E-1;9.891910136E-2;6.793471663E-1
1.082052200E1;-5.300734878E-2;5.580138230E-1;3.426351428E-2;5.615720739E-1
1.083053200E1;8.191656768E-3;5.584628892E-1;-6.272483647E-2;5.620340799E-1
1.084054200E1;-3.304846287E-3;5.369082981E-1;-8.207619667E-2;5.431555437E-1
