"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.397547725E1;2.076258570E-2;1.446449125E-1;1.003007984E-1;1.772384999E-1
2.398548725E1;-1.091938287E-2;1.181517631E-1;-1.248088181E-2;1.193098674E-1
2.399549725E1;3.535811305E-3;7.518934608E-2;-2.690303922E-3;7.532049827E-2
2.400553725E1;3.441086411E-3;1.135096586E-1;-1.485426664E-2;1.145291793E-1
2.401554725E1;1.432567835E-3;5.842362463E-2;-2.167679787E-2;6.233181958E-2
2.402555725E1;-1.613831520E-3;2.249774694E-2;3.543938935E-2;4.200837282E-2
2.403556625E1;-1.350297511E-2;7.518642247E-2;4.228706360E-3;7.650627698E-2
2.404560725E1;-2.784180969E-2;3.192638218E-2;1.131670117E-2;4.384664151E-2
2.405561625E1;-6.808205545E-3;1.770653844E-2;4.730397463E-2;5.096605912E-2
2.406563212E1;7.205523849E-3;4.884179235E-2;5.709221363E-2;7.547821613E-2
2.407567212E1;-7.975309789E-3;8.276149035E-3;-3.640768826E-2;3.817878958E-2
2.408568213E1;2.055208594E-2;-2.989330530E-2;-1.453968644E-2;3.908197052E-2
2.409569213E1;1.700253367E-2;2.743747473E-2;4.754897296E-2;5.747004438E-2
2.410573212E1;3.275025487E-3;1.067350745E-2;6.626649499E-3;1.298314434E-2
2.411574212E1;-6.157118082E-3;-3.961956382E-2;1.830061555E-2;4.407417010E-2
2.412575212E1;3.031488955E-3;-3.694270849E-3;4.219818592E-2;4.246792269E-2
2.413576212E1;4.004962653E-2;-1.057761312E-2;-3.620420516E-2;5.501457039E-2
2.414580212E1;-1.873827964E-2;2.953954875E-2;4.151581585E-2;5.428877444E-2
2.415581212E1;-6.818145812E-3;6.561394572E-2;2.248137474E-2;6.969282026E-2
2.416582113E1;-5.937262774E-3;1.052849650E-2;-1.093487799E-2;1.629944430E-2
2.417586213E1;-6.903807521E-3;2.010857463E-2;4.867690086E-2;5.311739837E-2
2.418587112E1;-2.352948815E-2;6.546601117E-2;1.250485539E-2;7.068102177E-2
2.419588112E1;-4.144447982E-2;1.277616620E-2;-4.507384658E-2;6.255019565E-2
2.420592112E1;-4.255632788E-2;6.531690717E-2;9.705208540E-3;7.855908908E-2
2.421593112E1;-2.172240615E-4;9.435651898E-2;4.141348958E-2;1.030450240E-1
2.422594112E1;-1.389239967E-2;2.490212202E-2;2.438873649E-2;3.752232558E-2
2.423598112E1;-1.394824058E-2;2.490153730E-2;2.902557850E-2;4.070779019E-2
2.424599113E1;-1.854239792E-2;9.899979293E-2;-1.421750486E-2;1.017197963E-1
2.425600113E1;-4.029608667E-3;2.969449997E-2;-1.950046420E-3;3.003004754E-2
2.426601113E1;6.601506472E-3;7.998874068E-2;7.220258832E-2;1.079582896E-1
2.427605112E1;7.661606669E-3;9.196383834E-2;-4.305889606E-3;9.238283641E-2
2.428606112E1;1.005721092E-2;1.786967576E-2;1.251713455E-2;2.402397678E-2
2.429607012E1;1.693558306E-2;2.026528001E-2;3.895707428E-2;4.706537139E-2
2.430611112E1;-1.655171335E-2;7.026072800E-2;2.444136143E-4;7.218440865E-2
2.431612013E1;-1.056591868E-2;2.026411057E-2;-5.698462486E-2;6.139641916E-2
2.432613013E1;1.228646189E-2;3.942543626E-2;1.014082611E-2;4.252244730E-2
2.433617012E1;-5.533512533E-3;6.547010422E-2;6.969062448E-2;9.577962960E-2
2.434618012E1;-4.400614500E-3;-1.566235185E-2;1.942620456E-2;2.533874695E-2
2.435619012E1;1.010954350E-2;-3.482250810E-2;2.208493352E-2;4.245649807E-2
2.436620012E1;-1.864297003E-2;9.566044807E-4;4.825122356E-3;1.928100696E-2
2.437624012E1;-1.601435423E-2;-6.228454113E-3;-1.209964335E-2;2.101557877E-2
2.438625012E1;-4.470196366E-4;3.927867115E-2;4.554454744E-2;6.014415711E-2
2.439626012E1;-8.380814195E-3;2.984769702E-2;-5.730154395E-2;6.515051806E-2
2.440630013E1;-4.222128242E-2;1.517703295E-2;-3.628606617E-2;5.770318550E-2
2.441631013E1;-5.801022649E-3;4.167369068E-2;9.318298280E-2;1.022419515E-1
2.442631912E1;-7.901634872E-3;5.843824267E-2;5.721617460E-2;8.216541046E-2
2.443636012E1;-1.864355475E-2;5.604205370E-2;-2.889986336E-2;6.575329664E-2
2.444636912E1;-1.265308231E-2;9.661003590E-2;3.083938479E-2;1.021991545E-1
2.445637912E1;-1.759193301E-2;1.061901140E-1;4.263555765E-2;1.157739487E-1
2.446642012E1;1.473205984E-2;5.140404224E-2;-1.653826475E-2;5.597252314E-2
2.447642913E1;-3.171880603E-2;8.688085377E-2;4.268233538E-2;1.018633750E-1
2.448643913E1;-1.928236306E-2;1.253496855E-1;-7.374508381E-3;1.270383272E-1
2.449644912E1;1.369534850E-2;6.562564015E-2;6.016784906E-2;9.008028240E-2
2.450648912E1;2.461911678E-2;1.111315960E-1;1.057632673E-1;1.553776086E-1
2.451649912E1;-3.041166097E-2;6.308151662E-2;-3.122179270E-2;7.667429297E-2
2.452650912E1;-3.495670170E-2;1.772408009E-2;-3.839924991E-2;5.486908421E-2
2.453654912E1;-2.233870268E-2;3.912839770E-2;6.933511376E-2;8.268861557E-2
2.454655912E1;1.915869445E-2;2.984886646E-2;1.002797484E-2;3.685879381E-2
2.455656813E1;-1.396841347E-2;-2.299125195E-2;4.737414122E-3;2.731588061E-2
2.456660913E1;9.881502092E-3;-1.565591991E-2;2.706676126E-3;1.871037165E-2
2.457661812E1;2.443522185E-2;-4.664206982E-2;-9.178959131E-3;5.344919115E-2
2.458662812E1;4.608190656E-3;-7.792584300E-2;4.787232399E-2;9.157200354E-2
2.459663812E1;3.219476938E-3;-2.538568676E-2;1.195030546E-1;1.222120215E-1
2.460667812E1;2.688198924E-2;-2.748249829E-2;-3.309582531E-2;5.072733692E-2
2.461668812E1;1.386199415E-2;1.308372974E-2;2.871567607E-2;3.446634471E-2
2.462669812E1;-8.757082522E-3;9.182233572E-2;6.910064042E-2;1.152515785E-1
2.463673813E1;-1.020719200E-2;5.125552297E-2;1.642892182E-2;5.478343614E-2
2.464674813E1;-2.468197435E-2;4.392252982E-2;2.582364321E-2;5.661491881E-2
2.465675812E1;-5.967083573E-4;7.760307670E-2;-2.648203969E-3;7.765054126E-2
2.466679812E1;-4.001834393E-3;4.901428521E-2;-9.346832693E-2;1.056160166E-1
2.467680812E1;6.364986598E-3;2.745910943E-2;2.360287070E-2;3.676426594E-2
2.468681712E1;-1.282586753E-3;1.015561956E-1;1.859063745E-2;1.032517201E-1
2.469685812E1;-2.943254471E-2;6.548179865E-2;-5.753660202E-3;7.202253292E-2
2.470686812E1;1.297438681E-2;5.380724788E-2;4.242915094E-2;6.974085952E-2
2.471687712E1;-6.482223272E-3;1.181722283E-1;3.001492739E-2;1.220966446E-1
2.472688712E1;-1.296473891E-2;8.239662409E-2;-1.161841750E-3;8.341845115E-2
2.473692712E1;1.073636502E-2;4.901720881E-2;2.784853399E-2;5.738899842E-2
2.474693712E1;2.540673673E-2;7.296681941E-2;-5.269510746E-3;7.744305488E-2
2.475694712E1;-1.675928950E-2;2.970619440E-2;-3.683862805E-2;5.020374774E-2
2.476698712E1;-2.319765866E-2;3.434537530E-2;6.826039553E-2;7.985748411E-2
2.477699712E1;-3.227663040E-3;5.605023980E-2;1.350180566E-2;5.774379574E-2
2.478700712E1;-5.234135091E-3;6.323646784E-2;-2.471968889E-2;6.809779772E-2
2.479704713E1;-3.168343037E-2;8.224576592E-2;-3.224505544E-2;9.385067593E-2
2.480705712E1;-1.047674865E-2;6.084144831E-2;-3.433485031E-3;6.183229669E-2
2.481706612E1;-2.016997039E-2;-1.100913763E-2;2.776316464E-2;3.603917490E-2
2.482707612E1;-3.245760173E-2;1.039517999E-2;4.430610716E-2;5.589800362E-2
2.483711712E1;4.370793700E-3;-1.279955506E-3;-1.727501392E-2;1.786528001E-2
2.484712612E1;-2.563419342E-3;-4.918151557E-2;-1.483321667E-2;5.143361653E-2
2.485713612E1;1.055539370E-2;-2.044069648E-2;4.984751344E-2;5.490002736E-2
2.486717613E1;2.517226338E-2;3.658018112E-3;2.388763011E-2;3.489473904E-2
2.487718612E1;4.771035612E-3;-5.621747017E-2;-3.813787937E-2;6.810040070E-2
2.488719612E1;-1.064427137E-2;-1.430813670E-3;9.442083836E-3;1.430037370E-2
2.489723612E1;2.004747123E-2;5.859377861E-2;1.699317813E-2;6.421759959E-2
2.490724612E1;1.068140119E-2;4.422366142E-2;1.919523954E-2;4.937896093E-2
2.491725612E1;1.682010055E-2;6.802416801E-2;7.175819993E-2;1.002967720E-1
2.492729612E1;-2.524096817E-2;9.182584405E-2;-7.802524567E-3;9.555088434E-2
2.493730612E1;-2.729772627E-2;5.829264700E-2;-1.972031951E-2;6.732079587E-2
2.494731612E1;-1.263963372E-2;9.900739431E-2;1.047809350E-1;1.447109838E-1
2.495732512E1;-2.027580500E-2;8.703229666E-2;-2.176509082E-2;9.197525813E-2
2.496736612E1;-1.817636222E-2;7.505486012E-2;-2.853441238E-4;7.722495446E-2
2.497737512E1;-2.861627340E-2;1.084342754E-1;4.004173279E-2;1.190807438E-1
2.498738512E1;2.865135670E-3;7.280894458E-2;3.092826247E-2;7.915749385E-2
2.499742512E1;-1.330738574E-2;4.167310596E-2;9.114055037E-3;4.468557121E-2
2.500743512E1;7.363106310E-3;7.520396411E-2;5.005099654E-2;9.063638236E-2
2.501744512E1;-2.236033738E-2;6.083443165E-2;-3.154923677E-2;7.208444425E-2
2.502748512E1;-1.771647871E-2;1.772408009E-2;-5.424461961E-3;2.564062051E-2
2.503749512E1;-1.870290399E-2;3.912898242E-2;5.678406537E-2;7.145142380E-2
2.504750512E1;-2.932378650E-2;2.251353443E-2;-2.686795592E-2;4.570153983E-2
2.505751412E1;-2.741964072E-2;-1.580736279E-2;2.094414175E-2;3.795216053E-2
2.506754567E1;-1.170466393E-2;4.646372974E-2;6.426733196E-2;8.016337877E-2
2.507755567E1;-1.554569989E-2;3.209419727E-2;4.514050484E-3;3.594555516E-2
2.508756467E1;-2.817480862E-2;1.038933277E-2;5.710975528E-2;6.452350133E-2
2.509760567E1;2.726732075E-2;1.083722949E-2;1.957355440E-2;3.527146659E-2
2.510761467E1;2.103331178E-2;-8.324096203E-3;-4.241687179E-2;4.807163191E-2
2.511762467E1;-1.464435160E-3;-4.440083206E-2;2.914369226E-2;5.313128321E-2
2.512766467E1;3.656907141E-2;-3.535226583E-3;3.691698074E-2;5.208318614E-2
2.513767467E1;1.588045299E-2;4.181987107E-2;-3.272101879E-2;5.542341991E-2
2.514768467E1;-4.029374778E-2;6.532216966E-2;3.808116138E-2;8.567815831E-2
2.515772467E1;2.823620439E-3;7.280543625E-2;3.157028675E-2;7.940583975E-2
2.516773467E1;7.924439013E-3;4.900551438E-2;2.219252229E-2;5.437688129E-2
2.517774467E1;-3.060754269E-2;5.109998703E-2;3.608258307E-2;6.964182038E-2
2.518775367E1;1.504254699E-2;8.013901412E-2;1.297321737E-2;8.256418215E-2
2.519779467E1;-1.274634540E-2;5.603913009E-2;-3.980199695E-2;6.990745585E-2
2.520780467E1;-8.865840733E-3;5.364352584E-2;2.686210871E-2;6.064489987E-2
2.521781367E1;5.052286685E-3;1.111234099E-1;2.480271935E-2;1.139697886E-1
2.522785467E1;3.025641739E-3;5.843414962E-2;3.199537933E-2;6.668889449E-2
2.523786367E1;3.082359731E-3;5.843473434E-2;3.196555853E-2;6.667770281E-2
2.524787367E1;2.259422600E-2;4.900317550E-2;1.055597842E-2;5.498398801E-2
2.525791367E1;-1.256742060E-2;2.729889572E-2;-2.810873508E-2;4.114937127E-2
2.526792367E1;-2.998656839E-2;1.277967453E-2;2.169843256E-2;3.915783882E-2
2.527793367E1;-1.062351376E-2;9.542655945E-4;2.875075936E-3;1.104697828E-2
2.528794367E1;-8.463844657E-4;-1.805678666E-2;-8.835142851E-3;2.012023012E-2
2.529798367E1;-2.340465009E-2;5.743719935E-3;4.341674566E-2;4.965663872E-2
2.530799367E1;-9.489446282E-3;3.208835006E-2;5.554796398E-2;6.484819274E-2
2.531800367E1;-3.457984865E-2;1.292819381E-2;-3.550429344E-2;5.121971281E-2
2.532804367E1;-2.745063096E-2;-1.102375567E-2;-1.892275929E-2;3.511596715E-2
2.533805367E1;3.042891026E-3;4.899966717E-2;-4.017621875E-3;4.925817550E-2
2.534806267E1;-6.479007304E-3;4.645378947E-2;-1.368248463E-2;4.885839209E-2
2.535810367E1;-2.249014556E-2;6.546425700E-2;8.918114841E-2;1.128922177E-1
2.536811267E1;-1.754720181E-2;9.180947185E-2;7.014963090E-2;1.168668222E-1
2.537812267E1;-1.165320843E-2;7.998289347E-2;-6.286926270E-3;8.107148670E-2
2.538816267E1;-1.269576699E-2;7.983437419E-2;6.326804280E-2;1.026525939E-1
2.539817267E1;-1.602020144E-2;6.561336100E-2;-3.000557184E-2;7.390598310E-2
2.540818267E1;-4.898797274E-2;1.517118573E-2;-5.423175573E-2;7.463959860E-2
2.541819267E1;-4.553577662E-2;7.968643963E-2;2.697554469E-2;9.566146363E-2
2.542823267E1;3.096305341E-2;9.929624677E-2;2.559911013E-2;1.071156839E-1
2.543824267E1;1.441075534E-2;8.013609052E-2;1.824974477E-2;8.344169256E-2
2.544825267E1;-1.192539632E-2;6.801071942E-2;2.492434144E-2;7.340909909E-2
2.545829267E1;5.547838211E-3;6.337036908E-2;-2.261059821E-2;6.751163853E-2
2.546830267E1;-1.849181950E-2;1.531970501E-2;8.018871546E-3;2.531685310E-2
2.547831167E1;1.200638026E-2;1.546939373E-2;4.916105032E-2;5.291752241E-2
2.548835267E1;2.215714663E-2;2.505005658E-2;1.500980258E-3;3.347681919E-2
2.549836167E1;2.765148282E-3;-8.480801582E-3;3.229183316E-2;3.350123176E-2
2.550837167E1;-1.501155674E-2;1.292351604E-2;8.708375216E-2;8.930814068E-2
2.551838167E1;2.749068439E-3;1.098107100E-3;1.298900485E-2;1.332206679E-2
2.552842167E1;2.291348398E-2;-7.045310140E-2;-2.462087095E-2;7.806954932E-2
2.553843167E1;2.196418852E-2;-5.938432217E-3;6.345983148E-3;2.362122047E-2
2.554844167E1;-7.318082750E-3;2.489627481E-2;2.033193827E-2;3.296614245E-2
2.555848167E1;1.433181792E-2;-2.524886191E-2;3.984000385E-2;4.929636842E-2
2.556849167E1;4.221748173E-2;-3.228423178E-2;7.597345769E-2;9.271760167E-2
2.557850167E1;5.098772049E-3;3.490787745E-3;-3.454535007E-3;7.079328189E-3
2.558854167E1;-2.103565067E-2;-1.581964195E-2;-6.113263965E-3;2.702094867E-2
2.559855167E1;1.134886086E-2;2.265035927E-2;4.458969712E-2;5.128427154E-2
2.560856067E1;1.933235675E-2;5.857623696E-2;-1.975072503E-2;6.476887133E-2
2.561860167E1;-2.224134654E-2;5.348682046E-2;2.976174295E-2;6.512510117E-2
2.562861067E1;-8.814092875E-3;7.982969642E-2;8.506061554E-2;1.169862256E-1
2.563862067E1;6.796218753E-3;4.180876136E-2;6.426090002E-3;4.284221923E-2
2.564863067E1;-1.986766934E-2;1.052381873E-2;3.240059137E-2;3.943695433E-2
2.565867067E1;-2.690362394E-2;6.066837072E-2;-1.574070454E-2;6.820722811E-2
2.566868067E1;-3.018537372E-2;-8.273342371E-2;-5.869318128E-2;1.058341425E-1
2.567869067E1;-3.682254821E-2;-2.741864669E-1;-1.812987685E-2;2.772414311E-1
2.568873067E1;-7.738789916E-3;-3.960330856E-1;8.684284687E-3;3.962038750E-1
2.569874067E1;-2.524213761E-2;-5.779048812E-1;-3.677430868E-2;5.796236426E-1
2.570875067E1;-1.351671606E-2;-7.787877291E-1;4.921601415E-2;7.804583555E-1
2.571879067E1;1.267267048E-2;-8.313302243E-1;6.622848809E-2;8.340604001E-1
2.572880067E1;4.238646626E-3;-9.699431491E-1;1.343573213E-2;9.700454616E-1
2.573880967E1;9.332740903E-3;-1.075175489E0;2.062780738E-2;1.075413845E0
2.574881967E1;2.570465237E-2;-1.101520704E0;4.474230945E-2;1.102728645E0
2.575885967E1;4.072439522E-2;-1.182654330E0;2.106167078E-3;1.183357163E0
2.576886967E1;5.464953929E-2;-1.256749662E0;5.969539404E-2;1.259352939E0
2.577887967E1;7.646140784E-2;-1.194329465E0;9.712225199E-3;1.196813914E0
2.578891967E1;4.324074447E-2;-1.185048764E0;-1.712064743E-2;1.185960983E0
2.579892967E1;1.221746475E-2;-1.178013979E0;-1.547290206E-2;1.178178939E0
2.580893967E1;-9.520436525E-3;-1.048981717E0;-4.684613764E-2;1.050070399E0
2.581897967E1;-8.694195718E-2;-9.489878976E-1;-2.897236884E-2;9.534025026E-1
2.582898967E1;-8.083717167E-2;-8.293866098E-1;4.118778706E-3;8.333269233E-1
2.583899967E1;-2.951996058E-2;-6.999058664E-1;5.487611890E-2;7.026742049E-1
2.584903967E1;-5.071056247E-2;-5.780580783E-1;-1.975891113E-2;5.806144311E-1
2.585904967E1;-7.883362323E-2;-4.801599008E-1;7.785275280E-2;4.927771521E-1
2.586905867E1;-5.940800339E-2;-3.915447628E-1;2.797834218E-2;3.970130978E-1
2.587906867E1;-4.183098078E-2;-3.650498593E-1;-4.564570427E-2;3.702630970E-1
2.588910867E1;-3.797181845E-2;-3.268786508E-1;1.170144796E-2;3.292847327E-1
2.589911867E1;-9.165802896E-3;-2.908030844E-1;-2.204400301E-3;2.909558475E-1
2.590912867E1;-2.277548969E-2;-3.219383383E-1;-3.806303501E-2;3.249797089E-1
2.591916867E1;-5.234485924E-2;-3.149029684E-1;2.331635714E-2;3.200742356E-1
2.592917867E1;-5.631921172E-2;-3.196930075E-1;-2.447001278E-2;3.255368707E-1
2.593918867E1;-3.604311436E-2;-4.487229306E-1;-4.327173471E-2;4.522430956E-1
2.594922867E1;-3.182697952E-2;-4.702786911E-1;6.780431271E-3;4.714032012E-1
2.595923867E1;-3.150479794E-2;-4.870432431E-1;-7.672716379E-3;4.881214434E-1
2.596924867E1;-3.542623311E-2;-6.305941415E-1;-5.115144253E-3;6.316091782E-1
2.597925767E1;4.605851769E-3;-7.141210324E-1;6.948948026E-2;7.175087808E-1
2.598929867E1;3.750374883E-2;-7.425630587E-1;-4.215608597E-2;7.447036746E-1
2.599930767E1;6.796043336E-2;-8.763853598E-1;4.188243628E-2;8.800136691E-1
2.600931767E1;9.153348327E-2;-9.432962179E-1;9.259124458E-2;9.522390834E-1
2.601935867E1;7.603280693E-2;-9.145565683E-1;-1.531210363E-2;9.178394003E-1
2.602936767E1;5.958751291E-2;-1.000777856E0;1.089979470E-2;1.002609493E0
2.603937767E1;6.818262756E-2;-9.959895712E-1;7.079223990E-2;1.000827477E0
2.604941767E1;4.196020424E-2;-9.386582065E-1;3.906875610E-2;9.404074941E-1
2.605942767E1;1.843100846E-2;-9.100676608E-1;1.952385306E-2;9.104636347E-1
2.606945479E1;-6.248627007E-3;-8.409114718E-1;4.043758929E-2;8.419063769E-1
2.607949479E1;1.297263265E-2;-7.930122507E-1;9.566044807E-3;7.931760385E-1
2.608950479E1;-3.277101249E-2;-7.765482455E-1;2.095875978E-2;7.775219524E-1
2.609951479E1;-5.296320230E-2;-6.569463730E-1;3.494880795E-2;6.600038310E-1
2.610952379E1;-3.353933662E-2;-6.162310410E-1;1.734284163E-3;6.171455182E-1
2.611956479E1;-3.606708795E-2;-6.138360214E-1;4.093050957E-3;6.149083258E-1
2.612957379E1;-1.539308757E-2;-5.324047726E-1;3.055170178E-2;5.335027606E-1
2.613958379E1;-7.592901886E-3;-4.868988168E-1;-3.385245502E-2;4.881332796E-1
2.614962479E1;-2.179725051E-2;-5.084539926E-1;-3.164396167E-2;5.099038370E-1
2.615963379E1;-4.682888836E-2;-4.584585446E-1;1.796440065E-2;4.611939956E-1
2.616964379E1;-5.070237637E-2;-4.440866733E-1;-4.903591990E-2;4.496534508E-1
2.617968379E1;-4.115650445E-2;-5.253688180E-1;-1.069981992E-2;5.270870317E-1
2.618969379E1;-3.215705484E-2;-5.133913815E-1;2.273982167E-2;5.148998798E-1
2.619970379E1;-4.746184945E-3;-5.753613424E-1;-2.450041831E-2;5.759023104E-1
2.620971379E1;-2.867679209E-2;-6.424218893E-1;8.395432234E-3;6.431164168E-1
2.621975379E1;-1.224494666E-2;-6.496069479E-1;3.015993834E-2;6.504219764E-1
2.622976379E1;-1.501564980E-3;-7.211593258E-1;-2.451035857E-2;7.215772901E-1
2.623977279E1;3.917839140E-2;-7.880713534E-1;1.193416715E-2;7.891348610E-1
2.624981379E1;6.408840716E-2;-7.903166842E-1;9.352913797E-2;7.984080943E-1
2.625982379E1;6.579667121E-2;-8.045382822E-1;-2.575640023E-2;8.076350918E-1
2.626983279E1;2.958925009E-2;-8.597734201E-1;2.386014819E-2;8.606132490E-1
2.627987379E1;4.596905529E-2;-8.118730295E-1;2.152593970E-2;8.134582571E-1
2.628988279E1;6.569317549E-2;-8.452541989E-1;-6.799142361E-3;8.478304562E-1
2.629989279E1;2.224748611E-2;-8.790832651E-1;4.042180181E-2;8.802932805E-1
2.630993279E1;5.050824881E-3;-8.289363742E-1;4.727181494E-2;8.302985293E-1
2.631994279E1;1.574099690E-2;-8.216010422E-1;-3.848403454E-2;8.226524615E-1
2.632995279E1;-2.450275719E-3;-8.073811984E-1;6.152732670E-2;8.097258890E-1
2.633996279E1;-2.898055494E-2;-7.406206137E-1;4.208591938E-2;7.423812973E-1
2.635000279E1;-3.994262248E-2;-7.597796005E-1;-1.802813530E-2;7.610423563E-1
2.636001279E1;-5.734042794E-2;-7.503486264E-1;1.985246658E-2;7.527981842E-1
2.637002179E1;-9.625101686E-3;-6.734097934E-1;-8.173238039E-3;6.735281688E-1
2.638006279E1;-4.748816192E-2;-6.903252035E-1;-3.974001646E-2;6.930968771E-1
2.639007279E1;-5.790322244E-2;-7.144250876E-1;1.974838614E-2;7.170397393E-1
2.640008179E1;-2.430249006E-2;-6.783483517E-1;-1.338427663E-3;6.787848619E-1
2.641012279E1;-3.556568921E-2;-7.166704184E-1;-2.995353162E-2;7.181772907E-1
2.642013179E1;-4.542848021E-2;-7.573857504E-1;8.084360361E-3;7.587900096E-1
2.643014179E1;3.191702664E-3;-7.522957492E-1;-3.889684796E-2;7.533074047E-1
2.644015179E1;-1.131114632E-2;-7.882210422E-1;-1.517235518E-2;7.884481934E-1
2.645019179E1;-1.722794384E-2;-8.123203415E-1;8.049861789E-2;8.164809653E-1
2.646020179E1;1.492940336E-2;-8.024408859E-1;1.140850246E-2;8.026608352E-1
2.647021179E1;3.006784469E-2;-8.597722507E-1;-1.711713910E-2;8.604681253E-1
2.648025179E1;3.589020967E-3;-8.623175436E-1;4.211164713E-3;8.623352950E-1
2.649026179E1;1.054340690E-2;-8.144159836E-1;-2.902557850E-3;8.144893999E-1
2.650027079E1;1.994017482E-2;-8.144165683E-1;1.158508837E-2;8.147430095E-1
2.651031179E1;3.572034806E-2;-7.832824838E-1;5.720681906E-2;7.861806490E-1
2.652032179E1;9.189484119E-3;-6.494613522E-1;1.132605672E-2;6.496251028E-1
2.653033079E1;-1.499167621E-2;-5.897361374E-1;3.916465044E-3;5.899396586E-1
2.654037179E1;-1.651633769E-2;-4.511237973E-1;6.111977577E-2;4.555448352E-1
2.655038079E1;-9.412263036E-3;-3.075717294E-1;8.652125001E-3;3.078373251E-1
2.656039079E1;-1.687915742E-2;-2.215001303E-1;-1.308489919E-2;2.225273652E-1
2.657040079E1;-2.055062413E-2;-8.992374480E-2;2.006355107E-2;9.439890949E-2
2.658044079E1;-1.144767880E-2;6.799785554E-2;-1.089745581E-2;6.981054542E-2
2.659045079E1;-3.368931770E-2;1.730781680E-1;6.946492195E-4;1.763278336E-1
2.660046079E1;-1.326323926E-2;2.736695731E-1;3.678892672E-2;2.764495865E-1
2.661050079E1;-1.068900257E-2;3.980620694E-1;-1.588103771E-2;3.985221114E-1
2.662051079E1;-1.999279976E-2;4.363829666E-1;-4.471775115E-2;4.391235394E-1
2.663052079E1;-4.501391262E-2;4.696132779E-1;2.889810920E-2;4.726499591E-1
2.664056079E1;-5.157039553E-2;5.221540189E-1;-3.084990978E-2;5.256006488E-1
2.665057079E1;-5.877358049E-2;4.670691544E-1;2.290354371E-3;4.707580849E-1
2.666057979E1;8.794212341E-4;4.339885318E-1;3.429742813E-2;4.353425464E-1
2.667058979E1;7.152314186E-3;4.101897794E-1;-4.926045299E-2;4.131989871E-1
2.668062979E1;-1.433064848E-2;2.904388028E-1;5.386455059E-3;2.908420182E-1
2.669063979E1;4.603805244E-3;2.616991532E-1;4.153394222E-2;2.650145471E-1
2.670064979E1;3.001989752E-2;1.663474381E-1;-2.030737996E-2;1.702499753E-1
2.671068979E1;4.221894354E-2;1.561206579E-2;1.337550581E-2;4.695827879E-2
2.672069979E1;4.893242419E-2;-3.549259901E-3;5.162038922E-2;7.121547561E-2
2.673070979E1;5.534711212E-2;-8.707439661E-2;-2.241003871E-2;1.055815476E-1
2.674074979E1;5.041644752E-2;-1.900608212E-1;2.539796591E-2;1.982674724E-1
2.675075979E1;3.361535043E-2;-1.996385604E-1;3.929036558E-2;2.062262821E-1
2.676076979E1;6.190154850E-3;-2.261328793E-1;-4.955749154E-2;2.315822577E-1
2.677080979E1;1.238440275E-2;-2.786730355E-1;4.604857743E-2;2.827233730E-1
2.678081979E1;1.827254891E-2;-2.452930355E-1;1.106375062E-1;2.697095050E-1
2.679082879E1;-4.490369260E-3;-2.381079769E-1;9.912784696E-3;2.383565300E-1
2.680083879E1;1.456044406E-2;-2.237372750E-1;1.000867903E-2;2.244338397E-1
2.681087879E1;4.571353197E-3;-1.352706563E-1;-1.172132850E-2;1.358544710E-1
2.682088879E1;-3.839924991E-2;-7.090626061E-2;-5.537254751E-2;9.781778573E-2
2.683089879E1;-5.177300155E-2;-4.710399985E-2;2.795553803E-2;7.537070119E-2
2.684093879E1;-5.031032056E-2;6.291837931E-2;4.220988035E-2;9.094792361E-2
2.685094879E1;-5.898232609E-2;1.156099784E-1;-4.405935466E-2;1.370613317E-1
2.686095879E1;-6.267455041E-2;1.370160502E-1;2.507344544E-2;1.527421846E-1
2.687099879E1;-4.868508697E-2;2.136549211E-1;2.050677001E-2;2.200890515E-1
2.688100879E1;-3.839252561E-2;2.425460136E-1;-3.645212710E-2;2.482565453E-1
2.689101879E1;-3.862553716E-2;2.376062858E-1;-5.590522885E-3;2.407902264E-1
2.690102779E1;-1.988257974E-2;3.000276518E-1;-7.587931752E-3;3.007814581E-1
2.691106879E1;-1.201368928E-2;2.569178849E-1;-2.872210801E-2;2.587973876E-1
2.692107779E1;-5.790790021E-3;2.281782353E-1;5.975211203E-2;2.359431186E-1
2.693108779E1;1.201632053E-2;1.973423588E-1;7.300833464E-3;1.978426160E-1
2.694112779E1;1.504956365E-2;1.590220463E-1;-2.132538021E-2;1.611498446E-1
2.695113779E1;1.952151418E-2;9.211118817E-2;2.648671746E-2;9.781158778E-2
2.696114779E1;2.174345613E-2;9.689947307E-2;3.616035104E-2;1.056875430E-1
2.697118779E1;2.295909226E-2;1.561966717E-2;-1.630320668E-2;3.220075260E-2
2.698119779E1;1.764280379E-2;-4.665201008E-2;4.839214146E-2;6.949444529E-2
2.699120779E1;3.223423809E-2;-2.030621052E-2;2.936530173E-2;4.810103155E-2
2.700124779E1;1.887393504E-2;-8.497173786E-2;-1.389006078E-2;8.814394731E-2
2.701125779E1;1.569100320E-2;-1.280826741E-1;5.777341425E-2;1.413829777E-1
2.702126779E1;2.358152837E-2;-9.440212727E-2;-1.160672307E-2;9.799268408E-2
2.703127679E1;-7.204062045E-3;-1.256859004E-1;-2.865954280E-2;1.291131809E-1
